,ID,Year_Birth,Age,Age_category,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,TotalAcceptedCmp,campaignAccept,Complain,Response
380,2098,1969,45,4. Adult,4. PhD,1. Married,33581.0,1. Lower,2,0,2013-01-08,38,11,0,5,0,0,1,17,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
381,9543,1985,29,4. Adult,2. Graduation,1. Married,19986.0,1. Lower,1,0,2013-11-14,74,3,6,5,0,2,6,22,1,0,0,3,7,0,0,0,0,0,0,Not Accept,0,0
382,6878,1954,60,5. Elderly,2. Graduation,4. Widow,27421.0,1. Lower,0,0,2012-12-12,14,43,12,96,78,40,55,324,3,4,1,6,7,0,0,0,0,0,0,Not Accept,0,0
383,3310,1973,41,4. Adult,3. Master,1. Married,35688.0,2. Lower-Middle,2,1,2012-08-22,94,73,3,90,12,1,32,211,7,4,1,4,8,0,0,0,0,0,0,Not Accept,0,0
384,2724,1981,33,4. Adult,3. Master,2. Single,36143.0,2. Lower-Middle,1,0,2014-03-30,33,12,0,1,0,0,6,19,1,0,1,2,3,0,0,0,0,0,0,Not Accept,0,0
385,948,1971,43,4. Adult,2. Graduation,2. Single,10245.0,1. Lower,1,0,2013-05-15,32,4,7,7,6,4,13,41,3,1,2,2,5,0,0,0,0,0,0,Not Accept,0,0
386,6720,1968,46,5. Elderly,3. Master,1. Married,43795.0,2. Lower-Middle,0,1,2013-10-16,11,314,11,53,4,3,107,492,3,7,3,4,7,0,1,0,0,0,2,Accept,0,1
387,6202,1960,54,5. Elderly,2. Graduation,1. Married,63381.0,3. Upper-Middle,0,1,2012-10-05,78,571,50,142,33,50,159,1005,4,4,5,13,2,0,0,0,0,0,0,Not Accept,0,0
388,2066,1949,65,5. Elderly,2. Graduation,1. Married,38823.0,2. Lower-Middle,0,1,2012-08-30,56,70,0,11,2,8,23,114,1,2,1,3,6,0,0,0,0,0,0,Not Accept,0,0
389,9799,1968,46,5. Elderly,4. PhD,3. Divorced,83664.0,4. Upper,1,1,2013-05-08,57,866,21,151,28,21,86,1173,3,2,2,12,5,0,0,0,0,0,0,Not Accept,0,0
390,8318,1979,35,4. Adult,2. Graduation,1. Married,90300.0,4. Upper,0,0,2014-01-03,7,594,134,786,33,134,57,1738,0,5,6,8,1,0,0,1,0,0,1,Accept,0,0
391,5642,1979,35,4. Adult,3. Master,1. Married,62499.0,3. Upper-Middle,1,0,2013-12-09,0,140,4,61,0,13,4,222,2,3,1,6,4,0,0,0,0,0,0,Not Accept,0,0
392,2669,1993,21,3. Teenage,2. Graduation,2. Single,74293.0,4. Upper,0,0,2014-05-04,66,375,152,335,93,91,81,1127,1,5,4,6,2,0,0,0,0,0,0,Not Accept,0,0
393,455,1946,68,6. Old,4. PhD,1. Married,51012.0,2. Lower-Middle,0,0,2013-04-18,86,102,9,63,2,9,24,209,1,4,1,4,6,0,0,0,0,0,0,Not Accept,0,0
394,7683,1968,46,5. Elderly,3. Master,1. Married,70777.0,4. Upper,0,1,2014-02-25,80,554,35,113,0,7,78,787,3,5,3,12,3,0,0,0,0,0,0,Not Accept,0,0
395,3428,1991,23,3. Teenage,4. PhD,1. Married,68682.0,4. Upper,0,0,2013-10-06,56,919,0,505,99,30,45,1598,1,4,9,10,2,0,0,0,0,0,0,Not Accept,0,0
396,7414,1971,43,4. Adult,2. Graduation,1. Married,43824.0,2. Lower-Middle,1,1,2012-09-15,18,96,1,42,12,3,32,186,4,3,1,4,8,0,0,0,0,0,0,Not Accept,0,0
397,6354,1984,30,4. Adult,2. Graduation,1. Married,15345.0,1. Lower,1,0,2012-08-31,51,5,2,16,3,2,19,47,2,1,1,2,8,0,0,0,0,0,1,Accept,0,1
398,798,1987,27,4. Adult,2. Graduation,2. Single,23442.0,1. Lower,1,0,2012-12-24,71,2,0,6,8,6,5,27,1,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
399,8213,1980,34,4. Adult,3. Master,1. Married,14515.0,1. Lower,1,0,2012-11-09,71,6,4,9,6,36,35,96,4,2,2,3,7,0,0,0,0,0,1,Accept,0,1
400,2488,1956,58,5. Elderly,3. Master,3. Divorced,31395.0,1. Lower,1,1,2013-03-23,80,23,1,25,0,8,7,64,4,2,1,3,6,0,0,0,0,0,0,Not Accept,0,0
401,9999,1965,49,5. Elderly,2. Graduation,1. Married,75276.0,4. Upper,0,0,2012-09-27,2,610,105,125,137,42,21,1040,1,9,4,9,5,0,0,0,0,0,0,Not Accept,0,0
402,7617,1974,40,4. Adult,2. Graduation,2. Single,42373.0,2. Lower-Middle,1,1,2013-08-15,83,67,5,61,3,8,19,163,5,2,1,5,5,0,0,0,0,0,0,Not Accept,0,0
403,615,1960,54,5. Elderly,2. Graduation,1. Married,30507.0,1. Lower,0,0,2013-03-11,29,65,36,74,38,20,110,343,1,5,1,4,7,0,0,0,0,0,0,Not Accept,0,0
404,2552,1955,59,5. Elderly,4. PhD,2. Single,55521.0,3. Upper-Middle,1,2,2013-10-22,11,416,0,26,0,0,4,446,9,6,3,6,7,0,1,0,0,0,2,Accept,0,1
405,194,1965,49,5. Elderly,2. Graduation,1. Married,48006.0,2. Lower-Middle,1,1,2014-06-09,55,23,0,11,3,2,2,41,1,1,0,3,6,0,0,0,0,0,0,Not Accept,0,0
406,3645,1972,42,4. Adult,4. PhD,2. Single,27213.0,1. Lower,1,0,2012-08-30,19,19,3,26,10,9,3,70,3,2,0,4,8,0,0,0,0,0,1,Accept,0,1
407,8890,1971,43,4. Adult,4. PhD,3. Divorced,65808.0,3. Upper-Middle,1,1,2014-05-30,1,155,7,80,13,7,10,272,3,5,1,5,6,0,0,0,0,0,0,Not Accept,0,0
408,5049,1974,40,4. Adult,4. PhD,1. Married,30351.0,1. Lower,1,0,2013-06-06,19,14,0,24,3,3,2,46,1,3,0,2,9,0,0,0,0,0,0,Not Accept,0,0
409,9973,1963,51,5. Elderly,2. Graduation,1. Married,50437.0,2. Lower-Middle,0,2,2012-10-17,28,370,9,92,6,9,4,490,3,7,1,8,7,0,0,0,0,0,0,Not Accept,0,0
410,7301,1982,32,4. Adult,3. Master,2. Single,23616.0,1. Lower,1,0,2012-11-17,76,4,22,11,3,7,32,79,2,3,0,3,8,0,0,0,0,0,1,Accept,0,1
411,10882,1976,38,4. Adult,2. Graduation,1. Married,53858.0,3. Upper-Middle,0,1,2012-11-09,50,407,53,221,58,150,26,915,4,4,3,6,4,0,0,0,0,0,0,Not Accept,0,0
412,7030,1955,59,5. Elderly,4. PhD,1. Married,66465.0,3. Upper-Middle,0,1,2013-03-30,1,1200,0,204,38,29,14,1485,3,11,9,12,6,0,0,0,1,0,1,Accept,0,0
413,7422,1987,27,4. Adult,2. Graduation,2. Single,46923.0,2. Lower-Middle,1,0,2012-08-22,90,85,44,54,102,78,6,369,3,5,1,7,7,0,0,0,0,0,0,Not Accept,0,0
414,3523,1962,52,5. Elderly,2. Graduation,1. Married,75072.0,4. Upper,0,1,2013-01-23,83,583,34,309,0,22,125,1073,2,5,4,8,3,0,0,0,0,0,0,Not Accept,0,0
415,7106,1943,71,6. Old,4. PhD,1. Married,75865.0,4. Upper,0,0,2014-03-31,73,483,0,591,156,0,12,1242,1,3,5,10,1,0,0,0,0,0,0,Not Accept,0,0
416,6504,1975,39,4. Adult,3. Master,1. Married,19789.0,1. Lower,1,0,2013-11-20,24,2,5,9,28,6,28,78,3,2,1,3,5,1,0,0,0,0,1,Accept,0,0
417,5067,1994,20,3. Teenage,2. Graduation,1. Married,80134.0,4. Upper,0,0,2014-02-14,11,966,26,282,52,26,26,1378,1,2,7,11,5,0,1,1,1,1,4,Accept,0,0
418,4216,1981,33,4. Adult,2. Graduation,2. Single,91065.0,4. Upper,0,0,2013-02-22,33,822,114,108,179,137,114,1474,1,7,9,9,3,0,0,1,1,0,3,Accept,0,1
419,8581,1971,43,4. Adult,3. Master,1. Married,49505.0,2. Lower-Middle,1,1,2013-03-05,4,604,0,100,19,0,28,751,9,10,2,8,8,0,0,0,0,0,0,Not Accept,0,0
420,5929,1973,41,4. Adult,4. PhD,1. Married,37401.0,2. Lower-Middle,1,0,2014-05-06,14,19,3,19,3,1,3,48,2,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
421,3129,1983,31,4. Adult,2. Graduation,1. Married,30096.0,1. Lower,1,0,2014-05-22,30,5,3,11,12,5,9,45,1,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
422,6528,1982,32,4. Adult,3. Master,1. Married,18492.0,1. Lower,1,0,2014-06-05,75,2,2,2,2,1,1,10,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
423,1361,1974,40,4. Adult,3. Master,1. Married,82584.0,4. Upper,0,0,2013-06-04,26,1076,68,103,29,91,68,1435,1,3,4,8,1,0,1,1,0,0,3,Accept,0,1
424,6932,1941,73,6. Old,4. PhD,1. Married,93027.0,4. Upper,0,0,2013-04-13,77,1285,42,716,55,0,21,2119,0,7,10,5,2,0,0,1,0,0,1,Accept,0,0
425,7284,1953,61,5. Elderly,2. Graduation,1. Married,48686.0,2. Lower-Middle,1,2,2013-12-04,8,10,0,7,2,0,1,20,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
426,1340,1986,28,4. Adult,2. Graduation,1. Married,92910.0,4. Upper,0,0,2014-04-24,42,551,137,792,179,103,33,1795,1,6,7,13,1,0,1,1,1,0,3,Accept,0,0
427,8746,1989,25,3. Teenage,2. Graduation,1. Married,75433.0,4. Upper,1,0,2014-04-05,28,800,0,297,0,34,57,1188,2,2,5,10,6,0,1,0,1,0,2,Accept,0,0
428,5987,1989,25,3. Teenage,3. Master,1. Married,10404.0,1. Lower,1,0,2014-05-04,52,2,2,11,10,6,12,43,2,1,0,4,5,0,0,0,0,0,0,Not Accept,0,0
429,3767,1968,46,5. Elderly,2. Graduation,1. Married,61314.0,3. Upper-Middle,0,1,2013-04-25,1,378,0,189,97,172,172,1008,2,5,5,12,3,0,0,0,0,0,0,Not Accept,0,0
430,3725,1961,53,5. Elderly,4. PhD,2. Single,84865.0,4. Upper,0,0,2013-05-09,1,1248,16,349,43,16,16,1688,1,2,4,9,4,0,1,1,1,1,5,Accept,0,1
431,4324,1989,25,3. Teenage,2. Graduation,1. Married,42387.0,2. Lower-Middle,1,0,2012-10-29,42,235,0,235,19,4,191,684,5,8,1,7,8,0,0,0,0,0,0,Not Accept,0,0
432,238,1967,47,5. Elderly,3. Master,1. Married,67309.0,3. Upper-Middle,1,1,2013-01-23,76,515,47,181,149,95,95,1082,15,9,6,9,7,0,0,0,0,0,0,Not Accept,0,0
433,6694,1964,50,5. Elderly,2. Graduation,1. Married,75236.0,4. Upper,0,1,2013-11-25,27,438,66,400,12,38,114,1068,1,8,3,13,4,0,0,0,0,0,0,Not Accept,0,0
434,498,1970,44,4. Adult,2. Graduation,2. Single,30015.0,1. Lower,1,0,2014-02-02,28,25,0,22,2,3,5,57,2,1,0,4,5,0,0,0,0,0,0,Not Accept,0,0
435,9347,1956,58,5. Elderly,3. Master,1. Married,50943.0,2. Lower-Middle,0,1,2013-06-21,49,31,0,7,2,0,6,46,1,1,0,3,5,0,0,0,0,0,0,Not Accept,0,0
436,9699,1966,48,5. Elderly,2. Graduation,3. Divorced,67272.0,3. Upper-Middle,0,1,2013-12-21,12,357,35,271,28,28,14,733,3,6,2,12,5,0,0,0,0,0,0,Not Accept,0,0
437,10664,1949,65,5. Elderly,3. Master,4. Widow,51529.0,3. Upper-Middle,0,1,2013-09-07,14,400,4,35,6,0,22,467,2,9,1,5,8,0,0,0,0,0,0,Not Accept,0,0
438,5455,1971,43,4. Adult,4. PhD,1. Married,32011.0,1. Lower,1,0,2013-08-22,89,99,0,15,2,1,5,122,3,2,1,4,7,0,0,0,0,0,0,Not Accept,0,0
439,456,1986,28,4. Adult,3. Master,1. Married,7500.0,1. Lower,1,0,2013-02-07,96,1,11,5,4,6,9,36,2,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
440,5012,1989,25,3. Teenage,2. Graduation,1. Married,28691.0,1. Lower,1,0,2013-07-04,56,5,4,13,8,0,4,34,1,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
441,7495,1948,66,6. Old,4. PhD,1. Married,56223.0,3. Upper-Middle,0,1,2013-12-20,72,77,28,31,16,0,4,156,2,2,1,5,4,0,0,0,0,0,0,Not Accept,0,0
442,5029,1946,68,6. Old,2. Graduation,1. Married,18100.0,1. Lower,0,0,2013-08-06,14,3,1,2,4,3,1,14,1,0,0,3,5,0,0,0,0,0,0,Not Accept,0,0
443,10642,1989,25,3. Teenage,2. Graduation,2. Single,30279.0,1. Lower,1,0,2012-12-30,13,10,4,14,4,4,1,37,1,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
444,2106,1974,40,4. Adult,3. Master,1. Married,20130.0,1. Lower,0,0,2014-03-17,99,0,6,3,7,6,12,34,1,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
445,10364,1959,55,5. Elderly,2. Graduation,3. Divorced,23295.0,1. Lower,0,0,2013-07-13,72,0,0,1,2,12,5,20,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
446,5954,1972,42,4. Adult,3. Master,3. Divorced,42618.0,2. Lower-Middle,1,0,2013-10-09,92,76,14,74,13,5,10,192,2,5,0,4,8,0,0,0,0,0,0,Not Accept,0,0
447,1137,1964,50,5. Elderly,2. Graduation,2. Single,81246.0,4. Upper,0,0,2013-12-29,87,398,190,537,61,156,37,1379,1,4,5,7,1,1,0,0,1,0,2,Accept,0,0
448,2541,1976,38,4. Adult,2. Graduation,1. Married,24027.0,1. Lower,1,0,2013-06-09,7,14,7,11,11,0,5,48,2,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
449,1142,1953,61,5. Elderly,4. PhD,1. Married,55707.0,3. Upper-Middle,0,1,2013-12-22,91,208,7,82,30,66,35,428,2,3,2,9,3,0,0,0,0,0,0,Not Accept,0,0
450,2276,1955,59,5. Elderly,2. Graduation,2. Single,57959.0,3. Upper-Middle,0,1,2013-05-02,71,430,16,322,43,24,33,868,5,4,7,11,3,0,0,0,0,0,0,Not Accept,0,0
451,2807,1969,45,4. Adult,2. Graduation,1. Married,56796.0,3. Upper-Middle,0,1,2013-02-16,24,656,38,161,62,47,37,1001,3,8,9,7,7,0,0,0,0,0,0,Not Accept,0,0
452,6471,1971,43,4. Adult,3. Master,2. Single,36230.0,2. Lower-Middle,1,0,2013-10-17,17,14,2,30,8,2,3,59,1,2,0,4,5,0,0,0,0,0,0,Not Accept,0,0
453,6131,1980,34,4. Adult,3. Master,1. Married,70829.0,4. Upper,1,1,2013-12-01,87,141,70,106,72,19,23,431,2,4,2,8,3,0,0,0,0,0,0,Not Accept,0,0
454,6233,1976,38,4. Adult,2. Graduation,1. Married,65991.0,3. Upper-Middle,0,1,2012-09-07,21,507,19,364,25,47,9,971,3,9,5,10,7,0,0,0,0,0,0,Not Accept,0,0
455,4148,1972,42,4. Adult,2. Graduation,1. Married,38988.0,2. Lower-Middle,1,2,2012-08-20,90,164,24,103,12,3,42,348,7,5,1,6,8,0,0,0,0,0,0,Not Accept,0,0
456,4947,1966,48,5. Elderly,3. Master,2. Single,89572.0,4. Upper,0,0,2012-09-15,44,606,24,974,197,194,64,2059,1,7,7,9,4,0,1,0,1,0,3,Accept,0,1
457,3225,1984,30,4. Adult,3. Master,1. Married,42207.0,2. Lower-Middle,1,0,2013-04-01,71,116,11,72,3,17,46,265,4,4,1,5,6,1,0,0,0,0,2,Accept,0,1
458,7540,1952,62,5. Elderly,2. Graduation,1. Married,50300.0,2. Lower-Middle,0,1,2014-05-25,52,143,15,60,24,23,5,270,2,2,1,8,2,0,0,0,0,0,0,Not Accept,0,0
459,10648,1982,32,4. Adult,3. Master,1. Married,66664.0,3. Upper-Middle,0,0,2012-09-25,78,398,96,447,220,96,32,1289,1,5,7,6,3,0,0,0,0,0,0,Not Accept,0,0
460,1992,1964,50,5. Elderly,2. Graduation,1. Married,60597.0,3. Upper-Middle,0,1,2014-01-01,2,522,0,257,32,16,66,893,4,2,2,8,7,0,0,0,1,0,2,Accept,0,1
461,7851,1949,65,5. Elderly,2. Graduation,4. Widow,70165.0,4. Upper,0,0,2013-09-22,60,161,0,253,199,191,122,926,1,3,7,11,1,0,0,0,0,0,0,Not Accept,0,0
462,8594,1958,56,5. Elderly,4. PhD,4. Widow,50520.0,2. Lower-Middle,0,1,2014-01-28,25,112,0,6,2,1,14,135,2,3,1,3,6,0,0,0,0,0,0,Not Accept,0,0
463,7059,1963,51,5. Elderly,2. Graduation,1. Married,80124.0,4. Upper,0,0,2014-06-26,47,483,84,398,205,84,241,1495,1,3,7,8,1,1,0,0,0,0,1,Accept,0,0
464,2815,1975,39,4. Adult,2. Graduation,1. Married,33183.0,1. Lower,1,0,2014-02-24,46,7,5,39,17,15,37,120,2,4,0,3,7,0,0,0,0,0,0,Not Accept,0,0
465,2416,1969,45,4. Adult,4. PhD,2. Single,66582.0,3. Upper-Middle,0,0,2014-03-03,83,789,25,420,16,38,0,1288,1,2,8,9,1,0,0,0,0,0,0,Not Accept,0,0
466,7999,1955,59,5. Elderly,4. PhD,1. Married,75261.0,4. Upper,0,0,2013-04-23,17,1239,17,413,23,34,17,1743,1,5,6,5,2,0,1,1,0,0,3,Accept,0,1
467,9213,1970,44,4. Adult,2. Graduation,4. Widow,31880.0,1. Lower,1,0,2012-10-31,13,4,1,5,2,0,3,15,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
468,9697,1951,63,5. Elderly,2. Graduation,1. Married,53790.0,3. Upper-Middle,0,2,2014-03-06,86,335,42,127,28,5,5,542,3,7,2,8,6,0,0,0,0,0,0,Not Accept,0,0
469,3916,1971,43,4. Adult,4. PhD,1. Married,49269.0,2. Lower-Middle,1,0,2012-08-15,92,639,8,166,11,8,58,890,3,7,3,12,7,0,0,0,0,0,0,Not Accept,0,0
470,2021,1975,39,4. Adult,2. Graduation,1. Married,61456.0,3. Upper-Middle,0,1,2013-03-27,47,563,76,384,84,192,89,1388,4,6,10,13,4,0,0,0,0,0,0,Not Accept,0,0
471,1581,1980,34,4. Adult,2. Graduation,1. Married,37406.0,2. Lower-Middle,1,0,2013-10-10,18,2,0,8,2,2,3,17,1,1,0,2,8,0,0,0,0,0,1,Accept,0,1
472,564,1981,33,4. Adult,4. PhD,1. Married,56937.0,3. Upper-Middle,1,0,2012-08-04,81,746,8,125,11,8,8,906,7,8,6,9,6,0,1,0,0,0,2,Accept,0,1
473,6619,1978,36,4. Adult,2. Graduation,1. Married,38415.0,2. Lower-Middle,1,1,2013-01-02,91,22,1,13,4,0,4,44,2,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
474,9081,1988,26,4. Adult,2. Graduation,2. Single,20518.0,1. Lower,1,0,2014-05-18,58,4,1,6,4,1,9,25,1,1,1,2,5,0,0,0,0,0,0,Not Accept,0,0
475,178,1956,58,5. Elderly,2. Graduation,1. Married,62503.0,3. Upper-Middle,0,1,2013-02-18,40,478,0,193,110,75,117,973,4,8,3,11,5,0,0,0,0,0,0,Not Accept,0,0
476,916,1972,42,4. Adult,4. PhD,2. Single,41644.0,2. Lower-Middle,1,1,2014-05-09,67,20,3,4,2,0,2,31,2,1,0,3,3,0,0,0,0,0,0,Not Accept,0,0
477,5512,1977,37,4. Adult,3. Master,1. Married,55842.0,3. Upper-Middle,0,1,2014-05-23,19,451,0,39,0,4,24,518,1,7,1,8,5,0,0,0,0,0,0,Not Accept,0,0
478,8970,1972,42,4. Adult,4. PhD,1. Married,62010.0,3. Upper-Middle,0,1,2012-10-23,93,371,22,39,6,0,92,530,4,6,2,7,5,0,0,0,0,0,0,Not Accept,0,0
479,10581,1977,37,4. Adult,2. Graduation,1. Married,41124.0,2. Lower-Middle,1,0,2012-10-31,41,281,7,84,15,0,119,506,7,7,3,4,8,0,0,0,0,0,0,Not Accept,0,0
480,5300,1973,41,4. Adult,3. Master,1. Married,38961.0,2. Lower-Middle,1,0,2013-12-30,60,19,7,19,0,1,24,70,1,2,1,2,7,0,0,0,0,0,0,Not Accept,0,0
481,5154,1972,42,4. Adult,3. Master,3. Divorced,37760.0,2. Lower-Middle,1,0,2013-08-11,54,26,3,13,2,10,0,54,1,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
482,8346,1974,40,4. Adult,2. Graduation,2. Single,32233.0,1. Lower,1,0,2012-08-19,26,138,15,35,25,11,72,296,2,6,2,2,9,1,0,0,0,0,2,Accept,0,1
483,1676,1975,39,4. Adult,2. Graduation,1. Married,43057.0,2. Lower-Middle,0,1,2013-10-30,30,213,2,44,0,2,5,266,4,4,2,5,5,0,0,0,0,0,0,Not Accept,0,0
484,9286,1960,54,5. Elderly,3. Master,1. Married,83151.0,4. Upper,0,0,2012-10-10,93,407,28,100,120,74,18,747,1,5,9,4,3,0,0,0,0,0,0,Not Accept,0,0
485,2426,1964,50,5. Elderly,4. PhD,3. Divorced,78825.0,4. Upper,0,0,2012-09-14,35,483,74,114,169,37,18,895,1,5,10,13,3,0,0,0,0,0,1,Accept,0,1
486,5172,1976,38,4. Adult,3. Master,1. Married,65104.0,3. Upper-Middle,0,1,2013-11-14,4,738,0,232,13,20,50,1053,2,3,5,7,7,0,0,0,0,0,0,Not Accept,0,0
487,5562,1974,40,4. Adult,2. Graduation,1. Married,60093.0,3. Upper-Middle,0,1,2013-06-26,92,502,12,109,16,6,90,735,2,7,2,10,6,0,0,0,0,0,0,Not Accept,0,0
488,3436,1969,45,4. Adult,2. Graduation,1. Married,14045.0,1. Lower,1,0,2014-01-26,24,11,0,5,2,1,1,20,1,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
489,3921,1952,62,5. Elderly,3. Master,4. Widow,28457.0,1. Lower,0,0,2012-10-28,96,24,1,108,29,29,14,205,1,4,1,4,8,0,0,0,0,0,0,Not Accept,0,0
490,3403,1958,56,5. Elderly,4. PhD,1. Married,78952.0,4. Upper,0,1,2012-09-24,11,1170,19,594,99,76,134,2092,2,2,5,12,6,0,0,0,0,0,0,Not Accept,0,0
491,22,1976,38,4. Adult,2. Graduation,3. Divorced,46310.0,2. Lower-Middle,1,0,2012-12-03,99,185,2,88,15,5,14,309,2,6,1,5,8,0,0,0,0,0,0,Not Accept,0,0
492,10965,1955,59,5. Elderly,2. Graduation,1. Married,76005.0,4. Upper,0,0,2013-02-22,72,983,20,389,240,50,40,1722,1,3,5,13,6,0,0,0,1,0,1,Accept,0,0
493,9426,1964,50,5. Elderly,3. Master,2. Single,58308.0,3. Upper-Middle,0,1,2013-01-12,77,691,0,69,10,0,130,900,4,2,6,3,8,0,0,0,0,0,0,Not Accept,0,0
494,6605,1944,70,6. Old,4. PhD,3. Divorced,55614.0,3. Upper-Middle,0,0,2013-11-27,85,504,13,131,8,0,26,682,1,9,4,6,7,0,1,0,0,0,1,Accept,0,0
495,3136,1962,52,5. Elderly,3. Master,3. Divorced,59432.0,3. Upper-Middle,0,1,2013-04-13,88,317,25,265,25,19,12,663,3,5,3,11,5,0,0,0,0,0,0,Not Accept,0,0
496,8737,1978,36,4. Adult,2. Graduation,3. Divorced,55563.0,3. Upper-Middle,0,1,2014-04-05,22,29,1,9,2,0,2,43,1,2,0,3,3,0,0,0,0,0,0,Not Accept,0,0
497,11088,1971,43,4. Adult,4. PhD,1. Married,78642.0,4. Upper,0,1,2013-04-21,83,1396,0,322,46,35,17,1816,1,4,9,4,6,0,0,0,0,0,0,Not Accept,0,0
498,716,1949,65,5. Elderly,4. PhD,1. Married,67911.0,3. Upper-Middle,0,1,2014-05-22,63,529,0,356,63,28,0,976,3,6,7,11,3,0,0,0,0,0,0,Not Accept,0,0
499,466,1944,70,6. Old,2. Graduation,1. Married,65275.0,3. Upper-Middle,0,0,2013-04-03,9,388,14,218,91,14,21,746,1,4,3,13,2,0,0,0,0,0,0,Not Accept,0,0
500,9135,1950,64,5. Elderly,2. Graduation,1. Married,27203.0,1. Lower,1,1,2012-08-06,92,13,2,21,4,0,24,64,2,1,1,2,8,0,0,0,0,0,0,Not Accept,0,0
501,10623,1961,53,5. Elderly,3. Master,1. Married,48330.0,2. Lower-Middle,0,1,2013-11-15,2,28,0,4,0,0,0,32,1,1,0,3,5,0,0,0,0,0,0,Not Accept,0,0
502,8151,1990,24,3. Teenage,1. Basic,1. Married,24279.0,1. Lower,0,0,2012-12-29,6,16,36,21,20,62,108,263,1,4,1,3,8,0,0,0,0,0,0,Not Accept,0,0
503,5140,1985,29,4. Adult,4. PhD,1. Married,64355.0,3. Upper-Middle,1,0,2012-08-24,66,1047,0,140,67,38,153,1445,2,4,3,12,8,0,0,0,0,0,0,Not Accept,0,0
504,10160,1956,58,5. Elderly,3. Master,1. Married,50943.0,2. Lower-Middle,0,1,2013-06-21,49,31,0,7,2,0,6,46,1,1,0,3,5,0,0,0,0,0,0,Not Accept,0,0
505,4945,1953,61,5. Elderly,2. Graduation,4. Widow,53653.0,3. Upper-Middle,0,0,2012-11-07,29,815,10,239,28,10,108,1210,2,10,4,12,6,0,0,0,0,0,0,Not Accept,0,0
506,10584,1976,38,4. Adult,2. Graduation,1. Married,65665.0,3. Upper-Middle,0,1,2013-12-02,77,225,162,387,106,36,29,945,1,5,10,8,3,0,0,0,0,0,0,Not Accept,0,0
507,6071,1989,25,3. Teenage,2. Graduation,2. Single,81217.0,4. Upper,0,0,2013-07-19,77,493,70,324,146,40,84,1157,1,3,7,11,1,0,0,0,0,0,0,Not Accept,0,0
508,3386,1992,22,3. Teenage,2. Graduation,1. Married,34935.0,1. Lower,0,0,2013-06-21,71,34,4,66,3,10,20,137,1,2,1,4,7,0,0,0,0,0,0,Not Accept,0,0
509,8939,1959,55,5. Elderly,2. Graduation,3. Divorced,61250.0,3. Upper-Middle,0,1,2012-12-16,49,382,138,65,60,26,59,730,6,5,2,12,5,0,0,0,0,0,0,Not Accept,0,0
510,9925,1981,33,4. Adult,4. PhD,1. Married,39665.0,2. Lower-Middle,1,0,2013-05-25,97,127,1,56,0,1,31,216,3,4,2,3,7,1,0,0,0,0,1,Accept,0,0
511,4320,1979,35,4. Adult,2. Graduation,2. Single,60152.0,3. Upper-Middle,0,1,2013-03-28,6,325,83,300,86,58,91,943,1,6,4,12,3,0,0,0,0,0,0,Not Accept,0,0
512,5389,1964,50,5. Elderly,2. Graduation,1. Married,48920.0,2. Lower-Middle,0,2,2013-10-20,93,238,17,68,8,10,6,347,3,6,2,5,7,0,1,0,0,0,1,Accept,0,0
513,6036,1959,55,5. Elderly,3. Master,1. Married,89120.0,4. Upper,0,0,2014-03-17,78,1168,92,408,72,129,55,1924,1,5,6,7,1,0,0,1,0,0,1,Accept,0,0
514,182,1946,68,6. Old,4. PhD,1. Married,44124.0,2. Lower-Middle,0,1,2013-05-11,62,284,0,55,0,6,52,397,4,6,2,5,8,0,0,0,0,0,0,Not Accept,0,0
515,203,1975,39,4. Adult,3. Master,2. Single,81169.0,4. Upper,0,0,2013-04-14,47,1288,20,613,80,61,27,2089,1,5,7,9,2,0,0,0,0,0,0,Not Accept,0,0
516,11025,1961,53,5. Elderly,2. Graduation,1. Married,36443.0,2. Lower-Middle,1,1,2013-02-03,9,65,0,46,4,3,20,138,4,3,1,3,8,0,0,0,0,0,0,Not Accept,0,0
